P_el_Halle;P_el_Schule;P_el_KiGa;W_Halle;W_Schule;W_KiGa;G_Halle;G_Schule;Gas_KiGa
0,1;2,3;2,67;0;3;0;0,0;3,3;0,2
0,1;2,5;3,15;0;3;0;0,0;3,6;2,1
0,1;2,5;4,51;0;3;0;0,0;3,5;0,4
0,1;2,5;2,03;0;3;5;0,0;3,5;5,8
0,1;2,6;1,78;0;4;0;0,0;3,6;0,4
0,1;2,5;3,74;0;3;0;0,0;3,6;0,4
0,2;3,5;2,79;0;5;0;0,0;4,9;0,4
0,3;4,4;1,8;0;6;0;0,0;6,2;0,4
0,1;2,6;1,81;0;4;0;0,0;3,7;0,4
0,1;2,6;1,68;0;4;0;0,0;3,7;0,3
0,1;2,7;1,65;0;4;0;0,0;3,7;0,3
0,1;2,6;1,69;0;4;0;0,0;3,7;0,3
0,1;2,6;1,63;0;4;0;0,0;3,6;0,3
0,2;2,6;1,63;0;4;0;0,0;3,7;0,3
0,3;2,6;1,57;0;4;0;0,0;3,7;0,3
0,2;3,1;1,73;0;4;0;0,0;4,4;0,3
0,1;2,9;4,47;0;4;6;0,0;4,1;6,7
0,1;2,7;7,97;0;4;0;0,0;3,7;0,3
0,1;2,5;9,62;0;3;0;0,0;3,6;0,3
0,1;2,4;11,6;0;3;0;0,0;3,4;0,3
0,1;2,4;9,16;0;3;0;0,0;3,4;0,3
0,1;2,6;9,07;0;4;0;0,0;3,7;0,3
0,1;2,5;12,44;0;3;0;0,0;3,6;0,3
0,1;2,4;7,47;0;3;7;0,0;3,4;7,7
0,1;2,5;3,72;0;3;0;0,0;3,5;0,3
0,1;2,5;5,56;0;3;0;0,0;3,5;0,3
0,1;2,5;3,3;0;3;0;0,0;3,5;0,3
0,1;2,6;2,43;0;4;0;0,0;3,7;0,5
0,1;2,6;3,62;0;4;0;0,0;3,6;0,0
0,1;2,6;3,53;0;4;0;0,0;3,7;0,4
0,2;3,8;1,28;0;5;0;0,0;5,3;0,4
0,2;4,4;1,57;0;6;0;0,0;6,2;0,4
0,1;2,7;1,95;0;4;0;0,0;3,7;0,4
0,1;2,6;1,23;0;4;0;0,0;3,7;0,4
0,1;2,5;1,61;0;3;0,39;0,0;3,6;0,8
0,1;2,6;0,55;0;4;0,52;0,0;3,7;0,9
0,1;2,6;0,31;0;4;0,52;0,0;3,7;0,9
0,3;2,6;0,77;0;4;0,52;0,0;3,7;0,9
0,3;2,6;2,48;0;4;0,52;0,0;3,7;0,9
0,2;3,2;1,61;0;4;0,52;0,0;4,5;0,9
0,1;2,8;0,39;0;4;0,52;0,0;3,9;0,9
0,2;2,6;0,39;0;4;0,52;0,0;3,6;0,9
0,1;2,4;0,39;0;3;0,52;0,0;3,4;0,9
0,1;2,4;0,39;0;3;0,52;0,0;3,4;0,9
0,1;2,3;0,39;0;3;0,52;0,0;3,2;0,9
0,1;2,2;0,43;0;3;0,52;0,0;3,1;0,9
0,1;2,3;0,55;0;3;0,52;0,0;3,3;0,9
0,1;2,3;0,55;0;3;0,52;0,0;3,3;0,9
0,1;2,2;0,55;0;3;0,52;0,0;3,2;0,9
0,1;2,3;0,55;0;3;0,52;0,0;3,3;0,9
0,1;2,4;2,38;0;3;0,52;0,0;3,3;0,9
0,1;2,4;0,75;0;3;0,52;0,0;3,4;0,9
0,1;2,6;0,75;0;4;0,52;0,0;3,7;0,9
0,1;2,6;0,75;0;3;0,52;0,0;3,6;0,9
0,2;3,9;0,75;0;5;0,52;0,0;5,5;0,9
0,2;4,4;0,75;0;6;0,52;0,0;6,2;0,9
0,2;2,6;0,75;0;4;0,52;0,0;3,7;0,9
0,2;2,6;0,72;0;4;0,52;0,0;3,7;0,9
0,1;2,6;0,63;0;4;0,52;0,0;3,7;0,9
0,1;2,7;0,63;0;4;0,52;0,0;3,8;0,9
0,1;2,6;0,63;0;4;0,52;0,0;3,7;0,9
0,3;2,5;0,63;0;3;0,52;0,0;3,6;0,9
0,3;2,6;0,63;0;4;0,52;0,0;3,7;0,9
0,3;3,5;0,63;0;5;0,52;0,0;4,9;0,9
0,1;2,7;0,63;0;4;0,52;0,0;3,9;0,9
0,2;2,6;0,63;0;3;0,52;0,0;3,6;0,9
0,1;2,5;0,63;0;3;0,52;0,0;3,5;0,9
0,1;2,4;0,63;0;3;0,52;0,0;3,4;0,9
0,1;2,5;0,63;0;3;0,52;0,0;3,5;0,9
0,1;2,4;0,63;0;3;0,52;0,0;3,4;0,9
0,1;2,4;0,63;0;3;0,52;0,0;3,4;2,4
0,1;2,5;0,63;0;3;0,52;0,0;3,5;0,6
0,1;2,5;0,63;0;3;0,52;0,0;3,5;0,6
0,1;2,5;0,63;0;3;0,52;0,0;3,5;0,6
0,1;2,5;0,63;0;3;0,52;0,0;3,6;0,6
0,1;2,6;0,63;0;4;0,52;0,0;3,6;0,6
0,1;2,5;0,74;0;3;0,52;0,0;3,5;0,6
0,1;2,5;0,55;0;3;0,52;0,0;3,5;0,6
0,2;4;0,71;0;5;0,52;0,0;5,6;3,6
0,3;4,3;0,71;0;6;0,52;0,0;6,1;0,6
0,1;2,6;0,71;0;4;0,52;0,0;3,7;0,9
0,1;2,6;0,71;0;4;0,52;0,0;3,7;0,9
0,1;2,6;0,71;0;3;0,52;0,0;3,6;0,9
0,1;2,6;0,71;0;4;0,52;0,0;3,7;0,9
0,1;2,6;0,71;0;4;0,52;0,0;3,6;0,9
0,3;2,6;0,71;0;4;0,52;0,0;3,6;0,9
0,3;2,5;0,71;0;3;0,52;0,0;3,6;0,9
0,2;3,3;0,71;0;5;0,52;0,0;4,7;0,9
0,1;2,7;0,71;0;4;0,52;0,0;3,9;0,9
0,2;2,5;0,71;0;3;0,52;0,0;3,5;0,9
0,1;2,4;0,71;0;3;0,52;0,0;3,4;0,9
0,1;2,3;0,71;0;3;0,52;0,0;3,2;0,9
0,1;2,2;0,71;0;3;0,52;0,0;3,1;0,9
0,1;2,2;0,71;0;3;0,52;0,0;3,1;0,9
0,1;2,2;0,71;0;3;0,52;0,0;3,1;0,9
0,1;2,3;0,71;0;3;0,52;0,0;3,3;0,9
0,1;2,4;0,71;0;3;0,52;0,0;3,3;0,9
0,1;2,4;0,71;0;3;0,52;0,0;3,4;0,9
0,1;2,5;0,71;0;3;0,52;0,0;3,5;0,9
0,1;2,4;0,71;0;3;0,52;0,0;3,4;0,9
0,1;2,5;0,71;0;3;0,52;0,0;3,6;0,9
0,1;2,6;0,71;0;4;0,52;0,0;3,7;0,9
0,3;4,2;0,71;0;6;0,52;0,0;5,9;0,9
0,3;4,4;0,71;0;6;0,52;0,0;6,3;0,9
0,1;2,8;0,71;0;4;0,52;0,0;3,9;0,9
0,1;2,5;0,71;0;3;0,52;0,0;3,6;2,2
0,1;2,6;0,71;0;3;0,52;0,0;3,6;0,7
0,1;2,6;0,71;0;4;0,52;0,0;3,7;0,8
0,1;2,6;0,71;0;4;0,52;0,0;3,7;0,8
0,3;2,6;0,71;0;4;0,52;0,0;3,7;0,8
0,3;2,6;0,71;0;4;0,52;0,0;3,7;0,8
0,3;3,4;0,71;0;5;0,52;0,0;4,8;0,8
0,2;3;0,71;0;4;0,52;0,0;4,2;0,8
0,2;2,5;0,71;0;3;0,52;0,0;3,5;0,8
0,1;2,6;0,71;0;4;0,52;0,0;3,7;0,8
0,1;2,4;0,71;0;3;0,52;0,0;3,3;0,8
0,1;2,4;0,71;0;3;0,52;0,0;3,3;1,0
0,1;2,4;0,71;0;3;0,52;0,0;3,4;1,0
0,1;2,4;0,71;0;3;0,52;0,0;3,4;1,0
0,1;2,4;1,89;0;3;0,52;0,0;3,3;1,0
0,1;2,4;0,39;0;3;0,52;0,0;3,4;1,0
0,1;2,4;0,39;0;3;0,52;0,0;3,4;1,0
0,1;2,5;1,46;0;3;0,52;0,0;3,5;0,8
0,1;2,6;0,27;0;4;0,52;0,0;3,6;0,6
0,1;2,5;0,27;0;3;0,52;0,0;3,5;0,6
0,1;2,5;0,27;0;3;0,52;0,0;3,6;0,6
0,2;4,4;1,5;0;6;0,52;0,0;6,2;0,6
0,3;4,1;1,81;0;6;0,52;0,0;5,7;0,7
0,1;2,4;0,43;0;3;0,52;0,0;3,4;3,7
0,1;2,4;0,59;0;3;0,52;0,0;3,4;0,9
0,1;2,3;0,59;0;3;0,52;0,0;3,2;0,9
0,1;2,4;0,59;0;3;0,52;0,0;3,4;0,9
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,9
0,2;2,3;0,59;0;3;0,52;0,0;3,3;0,9
0,3;2,4;0,59;0;3;0,52;0,0;3,3;0,9
0,3;3,2;0,59;0;4;0,52;0,0;4,5;0,9
0,2;2,7;0,59;0;4;0,52;0,0;3,9;0,6
0,2;2,6;0,59;0;3;0,52;0,0;3,6;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,6
0,1;2,2;0,59;0;3;0,52;0,0;3,2;0,6
0,1;2,4;0,59;0;3;0,52;0,0;3,4;1,9
0,1;2,3;0,59;0;3;0,52;0,0;3,2;2,0
0,1;2,3;0,59;0;3;0,52;0,0;3,2;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,2;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,6
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,6
0,2;3,7;0,59;0;5;0,52;0,0;5,3;0,6
0,3;4,1;0,59;0;6;0,52;0,0;5,8;1,4
0,1;2,4;0,59;0;3;0,52;0,0;3,4;3,1
0,1;2,4;0,59;0;3;0,52;0,0;3,4;0,8
0,1;2,4;1,62;0;3;0,52;0,0;3,3;0,8
0,1;2,4;0,47;0;3;0,52;0,0;3,3;0,8
0,1;2,5;0,47;0;3;0,52;0,0;3,5;0,8
0,3;2,4;0,47;0;3;0,52;0,0;3,4;0,8
0,3;2,3;0,47;0;3;0,52;0,0;3,3;0,8
0,3;3,2;0,47;0;4;0,52;0,0;4,5;0,8
0,1;2,5;0,47;0;3;0,52;0,0;3,5;0,8
0,2;2,2;0,47;0;3;0,52;0,0;3,1;0,7
0,1;2,2;0,47;0;3;0,52;0,0;3,0;0,6
0,1;2,1;0,47;0;3;0,52;0,0;3,0;0,6
0,1;2;0,59;0;3;0,52;0,0;2,8;0,6
0,1;2;0,63;0;3;0,52;0,0;2,8;2,3
0,1;2;0,63;0;3;0,52;0,0;2,8;1,9
0,1;2;0,63;0;3;0,52;0,0;2,8;0,6
0,1;1,9;0,63;0;3;0,52;0,0;2,7;0,6
0,1;2,1;0,63;0;3;0,52;0,0;3,0;0,6
0,1;2,2;0,62;0;3;0,52;0,0;3,1;0,6
0,1;2,1;0,31;0;3;0,52;0,0;3,0;0,6
0,1;2,3;0,35;0;3;0,52;0,0;3,2;0,6
0,1;2,3;0,35;0;3;0,52;0,0;3,2;0,6
0,2;3,5;0,35;0;5;0,52;0,0;5,0;0,6
0,3;4,1;0,35;0;6;0,52;0,0;5,8;1,8
0,1;2,4;3,93;0;3;0,52;0,0;3,4;2,8
0,1;2,4;1,25;0;3;0,52;0,0;3,3;0,8
0,1;2,3;0,59;0;3;0,52;0,0;3,3;0,8
0,1;2,4;0,59;0;3;0,52;0,0;3,4;0,8
0,1;2,3;0,59;0;3;0,52;0,0;3,2;0,8
0,3;2,4;0,59;0;3;0,52;0,0;3,3;0,8
0,3;2,4;0,59;0;3;0,52;0,0;3,4;0,8
0,3;3,1;0,72;0;4;0,52;0,0;4,4;0,8
0,1;2,4;0,27;0;3;0,52;0,0;3,4;0,8
0,2;2,3;0,27;0;3;0,52;0,0;3,3;0,8
0,1;2,1;0,27;0;3;0,52;0,0;3,0;0,8
0,1;2;0,34;0;3;0,52;0,0;2,8;0,8
0,1;2;0,35;0;3;0,52;0,0;2,9;0,8
0,1;2;0,27;0;3;0,52;0,0;2,8;0,8
0,1;1,9;2,31;0;3;0,52;0,0;2,7;0,8
0,1;2;0,45;0;3;0,52;0,0;2,8;0,8
0,1;2;0,63;0;3;0,52;0,0;2,8;0,8
0,1;2;0,63;0;3;0,52;0,0;2,9;0,8
0,1;2,3;0,63;0;3;0,52;0,0;3,2;0,8
0,1;2,3;0,63;0;3;0,52;0,0;3,3;0,8
0,1;2,2;0,63;0;3;0,52;0,0;3,1;0,7
0,1;2,4;0,65;0;3;0,52;0,0;3,3;0,6
0,2;3,6;0,27;0;5;0,52;0,0;5,0;2,0
0,3;4,1;0,27;0;6;0,52;0,0;5,8;2,4
0,1;2,4;2,65;0;3;0,52;0,0;3,4;0,6
0,1;2,4;1,04;0;3;0,52;0,0;3,4;1,0
0,1;2,3;0,51;0;3;0,52;0,0;3,3;1,1
0,1;2,3;0,51;0;3;0,52;0,0;3,3;1,1
0,1;2,4;0,51;0;3;0,52;0,0;3,3;1,1
0,3;2,3;0,51;0;3;0,52;0,0;3,2;1,1
0,3;2,4;0,51;0;3;0,52;0,0;3,3;1,1
0,2;3;0,51;0;4;0,52;0,0;4,3;1,1
0,1;2,5;0,51;0;3;0,52;0,0;3,5;1,1
0,2;2,3;0,51;0;3;0,52;0,0;3,2;1,1
0,1;2,1;0,27;0;3;0,52;0,0;2,9;1,2
0,1;2,1;0,27;0;3;0,52;0,0;2,9;0,6
0,1;2,1;0,27;0;3;0,52;0,0;2,9;0,6
0,1;1,9;0,27;0;3;0,52;0,0;2,7;0,6
0,1;2;3,01;0;3;2,53;0,0;2,8;2,7
0,1;1,9;1,19;0;3;4;0,0;2,7;4,3
0,1;2;4,77;0;3;3;0,0;2,8;3,2
0,1;2;0,79;0;3;0;0,0;2,9;0,0
0,1;2,2;0,93;0;3;0;0,0;3,0;0,0
0,1;2,2;1,3;0;3;0;0,0;3,1;0,0
0,1;2,3;0,95;0;3;0;0,0;3,2;0,0
0,1;2,3;0,91;0;3;0;0,0;3,2;2,4
0,2;3,7;0,91;0;5;0;0,0;5,2;0,0
0,3;4,1;0,97;0;6;0;0,0;5,8;0,0
0,1;2,4;0,93;0;3;0;0,0;3,3;0,0
0,1;2,3;0,96;0;3;0;0,0;3,3;1,3
0,1;2,3;0,94;0;3;0;0,0;3,3;2,0
0,1;2,4;0,93;0;3;0;0,0;3,3;0,0
0,1;2,3;0,91;0;3;0;0,0;3,3;0,0
0,3;2,3;0,95;0;3;2;0,0;3,3;2,1
0,3;2,3;1,31;0;3;4;0,0;3,3;6,0
0,3;3,2;0,91;0;4;0;0,0;4,5;0,8
0,1;2,5;0,91;0;3;0;0,0;3,5;0,0
0,2;2,3;0,95;0;3;0;0,0;3,2;0,0
0,1;2,2;1,29;0;3;0;0,0;3,1;0,0
0,1;2,1;0,93;0;3;0;0,0;2,9;0,0
0,1;2,1;0,92;0;3;0;0,0;2,9;0,0
0,1;1,9;1,11;0;3;0;0,0;2,7;0,0
0,1;2;0,76;0;3;0;0,0;2,8;0,0
0,1;1,9;0,93;0;3;0;0,0;2,7;0,0
0,1;2;0,91;0;3;0;0,0;2,8;2,5
0,1;2;0,94;0;3;0;0,0;2,8;0,0
0,1;2,2;0,94;0;3;0;0,0;3,0;0,0
0,1;2,1;0,93;0;3;0;0,0;3,0;0,0
0,1;2,3;0,93;0;3;6;0,0;3,3;6,4
0,1;2,3;0,99;0;3;0;0,0;3,2;0,0
0,2;3,8;0,86;0;5;0;0,0;5,4;0,0
0,3;4,2;0,95;0;6;0;0,0;5,9;0,0
0,1;2,3;1,08;0;3;0;0,0;3,3;2,3
0,1;2,3;1,12;0;3;0;0,0;3,2;0,4
0,1;2,4;1,07;0;3;0;0,0;3,4;0,4
0,1;2,3;0,79;0;3;0;0,0;3,3;0,4
0,1;2,3;0,96;0;3;0;0,0;3,3;0,4
0,3;2,4;0,92;0;3;0;0,0;3,3;0,4
0,3;2,3;0,91;0;3;5;0,0;3,2;5,7
0,3;3,2;1,44;0;4;0;0,0;4,5;0,4
0,1;2,7;0,72;0;4;0;0,0;3,8;0,4
0,2;2,3;0,91;0;3;0;0,0;3,2;0,4
0,1;2,1;0,95;0;3;0;0,0;3,0;0,4
0,1;2,1;0,89;0;3;0;0,0;3,0;0,4
0,1;2;0,89;0;3;0;0,0;2,8;0,4
0,1;2;0,89;0;3;0;0,0;2,8;0,4
0,1;2;0,94;0;3;0;0,0;2,7;0,4
0,1;2;1,21;0;3;0;0,0;2,8;0,4
0,1;2;1,02;0;3;0;0,0;2,8;0,4
0,1;2;0,89;0;3;0;0,0;2,8;0,4
0,1;2,1;0,95;0;3;0;0,0;3,0;0,4
0,1;2,3;0,94;0;3;0;0,0;3,2;0,4
0,1;2,3;0,94;0;3;0;0,0;3,3;0,4
0,1;2,3;0,91;0;3;0;0,0;3,3;0,4
0,2;3,8;0,97;0;5;0;0,0;5,3;0,4
0,3;4,2;0,93;0;6;7;0,0;5,9;7,8
0,1;2,4;0,94;0;3;0;0,0;3,3;0,4
0,1;2,4;0,91;0;3;0;0,0;3,4;0,4
0,1;2,3;0,91;0;3;0;0,0;3,3;0,4
0,1;2,3;0,94;0;3;0;0,0;3,3;0,4
0,1;2,4;0,93;0;3;0;0,0;3,4;0,4
0,3;2,4;1,21;0;3;0;0,0;3,3;0,4
0,2;2,3;0,9;0;3;0;0,0;3,3;0,4
0,3;3,1;1,04;0;4;0;0,0;4,4;0,4
0,1;2,6;2,42;0;4;0;0,0;3,7;0,4
0,2;2,2;3,78;0;3;0;0,0;3,2;0,4
0,1;2,3;7,32;0;3;0;0,0;3,3;0,4
0,1;2,1;5,42;0;3;0;0,0;2,9;0,4
0,1;2;7,26;0;3;0;0,0;2,8;0,4
0,1;2;5,17;0;3;0;0,0;2,8;0,4
0,1;2,1;5,45;0;3;6;0,0;3,0;6,8
0,1;2,1;2,87;0;3;3;0,0;2,9;3,6
0,1;2,1;1,57;0;3;0;0,0;3,0;0,4
0,1;2,2;1,35;0;3;0;0,0;3,0;0,4
0,2;2,2;2,05;0;3;0;0,0;3,1;0,4
0,2;2,2;2,36;0;3;0;0,0;3,1;0,4
0,2;2,3;2,35;0;3;0;0,0;3,2;0,4
3,8;2,3;0,66;0;3;0;0,0;3,3;0,4
8,2;3,8;0,88;0;5;0;0,0;5,3;0,4
2,8;4,2;0,72;0;6;0;0,0;5,8;0,4
0,2;2,4;0,58;0;3;0;0,0;3,3;0,4
0,2;2,4;0,7;0;3;0;0,0;3,3;0,4
0,1;2,3;0,69;0;3;0;0,0;3,3;0,4
0,1;2,3;0,76;0;3;7;0,0;3,3;7,8
0,1;2,3;0,71;0;3;0;0,0;3,2;0,4
0,3;2,4;0,79;0;3;0;0,0;3,4;0,4
0,3;2,3;0,91;0;3;0;0,0;3,3;0,4
0,3;3,1;0,79;0;4;0;0,0;4,4;0,4
0,1;2,7;1,03;0;4;0;0,0;3,7;0,4
0,2;2,3;1,44;0;3;0;0,0;3,2;0,4
0,1;2,1;2,86;0;3;0;0,0;3,0;0,4
0,1;2,2;5,48;0;3;2;0,0;3,1;2,5
0,1;2,2;7,61;0;3;5;0,0;3,1;5,7
0,1;2,2;4,1;0;3;0;0,0;3,0;0,4
0,1;1,9;6,71;0;3;0;0,0;2,7;0,4
0,1;2;5,19;0;3;0;0,0;2,8;0,4
0,1;2,3;2;0;3;0;0,0;3,2;0,0
0,1;2,1;1,47;0;3;0;0,0;3,0;0,0
0,1;2,2;0,98;0;3;0;0,0;3,1;0,0
0,1;2,2;0,61;0;3;0;0,0;3,2;0,0
0,1;2,3;1,5;0;3;0;0,0;3,2;0,0
0,1;2,5;0,55;0;3;0;0,0;3,5;0,0
0,3;4,1;0,61;0;6;5;0,0;5,8;6,7
0,3;4,1;0,62;0;6;2;0,0;5,8;4,6
0,1;2,3;1,16;0;3;0;0,0;3,3;0,0
0,1;2,4;0,51;0;3;0;0,0;3,4;0,0
0,1;2,4;0,54;0;3;0;0,0;3,4;0,2
0,1;2,3;0,56;0;3;0;0,0;3,2;0,3
0,1;2,4;0,58;0;3;0;0,0;3,4;0,3
0,2;2,3;0,56;0;3;0;0,0;3,3;0,3
0,3;2,3;0,66;0;3;0;0,0;3,3;0,3
0,3;3,2;0,41;0;4;0;0,0;4,4;0,3
0,2;3,2;1,55;0;4;0;0,0;4,5;0,3
0,2;2,3;2,39;0;3;0;0,0;3,2;0,3
0,1;2,3;2,04;0;3;0;0,0;3,2;0,3
0,1;2,3;6,37;0;3;0;0,0;3,3;0,3
0,1;2,3;4,9;0;3;0;0,0;3,2;0,3
0,1;2,1;4;0;3;5;0,0;2,9;5,7
0,1;2,1;4,74;0;3;2;0,0;3,0;2,5
0,1;2,1;2,57;0;3;0;0,0;3,0;0,3
0,1;2;2,49;0;3;0;0,0;2,9;0,3
0,1;2,2;1,18;0;3;0;0,0;3,1;0,3
0,1;2,1;2,8;0;3;0;0,0;3,0;0,2
0,1;2,3;1,15;0;3;0;0,0;3,3;0,0
0,1;2,3;1,32;0;3;0;0,0;3,3;0,0
0,1;2,6;0,66;0;4;0;0,0;3,6;0,0
0,3;4,1;0,57;0;6;0;0,0;5,8;1,9
0,3;4,1;0,97;0;6;0;0,0;5,8;1,6
0,1;2,3;0,53;0;3;4;0,0;3,2;4,3
0,1;2,5;0,81;0;3;0;0,0;3,5;0,3
0,1;2,3;0,53;0;3;0;0,0;3,3;0,4
0,1;2,3;0,56;0;3;0;0,0;3,3;0,4
0,1;2,5;0,55;0;3;0;0,0;3,5;0,4
0,3;2,4;0,54;0;3;0;0,0;3,4;0,4
0,3;2,3;0,59;0;3;0;0,0;3,3;0,4
0,3;3,3;0,74;0;5;0;0,0;4,6;0,4
0,2;2,9;1,45;0;4;0;0,0;4,1;0,4
0,2;2,2;2,6;0;3;0;0,0;3,1;0,4
0,1;2,3;3;1,3;3;0;1,3;3,2;0,4
0,4;2,7;6,61;12,6;4;0;18,0;3,8;0,4
1,5;3;3,95;22,1;4;2;29,3;4,3;2,6
2;2,6;3,83;33,5;4;6;41,1;3,6;6,9
1,8;2,3;3,49;21;3;0;28,1;3,2;0,0
1,9;2,2;2,11;24,4;3;0;31,7;3,2;0,3
1,9;2,3;1,79;45;3;0;52,9;3,3;0,3
0,7;2,3;2,24;54,8;3;0;59,4;3,3;0,3
2,8;2,3;0,76;56,5;3;0;60,0;3,3;0,3
17,7;2,3;0,62;51,5;3;0;55,2;3,2;0,3
17,7;2,3;0,66;41;3;0;43,3;3,3;0,3
18,4;2,3;1,48;5,6;3;0;6,6;3,3;0,3
16;4;0,55;4,9;5;4;6,7;5,6;4,5
1,4;4,1;1,18;4,2;6;3;5,1;5,8;3,4
1;2,4;0,94;5,8;3;0;7,0;3,4;0,3
0,7;2,3;0,55;4,6;3;0;6,1;3,3;0,4
0,7;2,4;0,59;5;3;0;5,9;3,4;0,4
0,8;2,3;0,54;5,1;3;0;6,7;3,3;0,4
0,7;2,4;0,56;4,3;3;0;5,4;3,3;0,4
0,9;2,4;0,56;5,5;3;0;6,5;3,3;0,4
0,9;2,3;0,54;4,4;3;0;6,1;3,3;0,4
0,9;3,2;0,61;4;4;0;4,9;4,5;0,4
1,8;2,7;1,52;5,1;4;0;6,0;3,8;0,4
0,8;2,3;2,61;4,4;3;7;6,1;3,3;7,9
0,7;2,3;2,51;5,8;3;0;6,9;3,2;0,4
0,7;2,1;2,38;4,8;3;0;6,4;3,0;0,4
0,7;2,1;8,37;4,1;3;0;5,1;3,0;0,4
0,7;2,2;3,45;5,8;3;0;6,7;3,0;0,4
0,7;2;3,83;4,9;3;0;6,8;2,8;0,4
0,7;2,1;3,03;7,3;3;0;8,7;2,9;0,4
0,8;2,1;2,22;3,5;3;0;4,6;3,0;0,4
0,6;2;2,06;6,6;3;0;8,5;2,9;0,4
0,7;2,3;0,76;3,8;3;0;3,9;3,2;0,4
0,7;2,2;0,53;4,6;3;0;6,1;3,1;0,4
0,8;2,3;2,16;4,9;3;3;5,8;3,2;3,6
0,7;2,4;0,77;2,8;3;4;4,1;3,4;4,7
0,9;4;0,71;5,6;6;0;6,7;5,7;0,2
1,3;4,1;1,04;3,3;6;0;4,1;5,8;0,0
1;2,4;0,6;5,6;3;0;7,2;3,3;0,0
0,8;2,4;0,63;4,7;3;0;5,6;3,3;1,0
0,8;2,3;0,58;3,3;3;0;4,5;3,3;1,3
0,7;2,4;0,59;6,3;3;0;8,3;3,3;0,9
0,7;2,3;0,66;3,4;3;0;3,8;3,3;0,5
0,9;2,4;0,72;5,1;3;0;6,7;3,4;0,5
0,9;2,3;0,59;4,2;3;0;5,1;3,2;0,5
0,9;3,1;0,52;3,9;4;0;5,0;4,4;0,5
0,8;2,8;0,63;6,6;4;0;8,5;3,9;0,5
0,8;2,3;0,6;3,3;3;0;3,6;3,2;0,5
0,7;2,2;0,76;5,5;3;0;7,4;3,1;0,5
3,4;2,2;0,45;4,2;3;0;5,2;3,0;0,5
4,6;2,1;0,85;5,1;3;0;6,4;2,9;0,5
2,5;2,1;0,75;5,9;3;0;7,5;3,0;0,5
1,3;2,2;0,61;3,9;3;0;4,7;3,1;0,5
1,4;2,2;0,65;5,7;3;7;7,2;3,1;8,0
1,3;2,2;0,86;4,2;3;0;5,1;3,1;0,5
1,3;2,2;0,37;5;3;0;6,4;3,0;0,5
1,3;2,2;0,76;5,3;3;0;6,4;3,1;0,5
1,3;2,3;0,47;3,3;3;0;4,4;3,2;0,5
1,3;2,3;0,66;5,9;3;0;7,1;3,2;0,5
1,3;2,6;0,61;2,4;4;0;3,3;3,6;0,5
1,6;4;0,72;5,6;5;0;7,1;5,6;0,5
1,4;4,2;0,65;3,9;6;0;4,9;5,9;0,5
0,8;2,4;0,5;4,8;3;0;6,0;3,3;0,5
0,8;2,4;0,59;3,6;3;0;4,6;3,4;0,5
0,7;2,4;0,64;4,9;3;0;6,0;3,3;0,5
0,7;2,4;0,58;4,3;3;5;5,4;3,3;5,9
0,7;2,4;1,02;4,2;3;0;5,3;3,3;0,5
0,9;2,3;0,58;6,1;3;0;7,7;3,3;0,5
0,9;2,4;0,6;3,5;3;0;4,5;3,4;0,5
0,9;3,1;0,59;4,7;4;0;5,9;4,4;0,5
0,8;2,8;0,67;5,8;4;0;7,3;4,0;0,5
0,8;2,3;0,62;3,5;3;0;4,1;3,2;0,5
0,7;2,2;0,6;4,8;3;0;6,1;3,1;0,5
0,7;2,2;0,63;5,6;3;0;6,6;3,0;0,5
0,7;2,3;0,6;3,9;3;0;5,0;3,2;0,5
0,7;2,1;0,62;4,1;3;0;5,1;3,0;0,5
0,7;2,1;0,62;3,8;3;0;5,1;3,0;0,5
0,6;2,2;0,61;4,9;3;0;6,0;3,1;0,5
0,8;2,2;0,63;5,2;3;0;6,6;3,1;0,5
0,6;2,2;0,59;5,2;3;0;6,7;3,1;0,5
0,7;2,4;0,98;3,9;3;0;4,9;3,4;0,5
0,7;2,3;0,61;5,1;3;0;6,5;3,2;0,5
0,7;2,3;0,59;5,8;3;7;7,4;3,3;8,0
0,7;2,4;0,62;3,3;3;0;3,7;3,4;0,5
0,9;4,1;0,64;3,4;6;0;4,1;5,8;0,5
0,9;4,2;0,63;3,6;6;0;5,1;5,9;0,5
0,8;2,4;0,57;6,1;3;0;7,7;3,4;0,5
0,7;2,4;0,64;4,6;3;0;5,8;3,4;0,5
0,7;2,4;0,58;4,6;3;0;5,9;3,4;0,5
0,7;2,3;0,59;4,4;3;0;4,9;3,3;2,2
0,7;2,4;0,78;3,9;3;0;5,0;3,3;1,9
0,8;2,4;0,51;5,2;3;0;6,9;3,3;1,9
0,9;2,4;0,6;3,8;3;0;4,7;3,3;1,9
0,8;3,2;0,82;5,3;4;5;6,8;4,5;7,5
2,3;3,1;5,41;5,3;4;2;6,9;4,3;4,1
