P_el_Halle;P_el_Schule;W_Halle;W_Schule
0,5;4,5;0,0;6
0,4;4,3;0,0;6
0,4;4,1;0,0;16
0,3;3,2;0,0;18
0,4;3,3;0,0;24
0,4;3,5;2,2;17
0,3;3,4;6,4;25
0,5;3,4;6,7;11
0,7;3,4;37,7;25
6,8;3,5;37,3;17
14,4;4,3;22,8;18
9,2;7,5;56,0;22
11,9;21,7;37,2;40
9,8;22,0;36,3;44
12,5;25,5;56,0;42
11,8;20,7;36,2;37
13,2;21,2;35,1;41
7,4;18,9;36,2;40
9,7;15,7;36,1;31
13,7;17,0;36,2;33
14,1;10,2;36,2;32
14,0;7,2;20,8;18
14,1;6,3;36,3;16
14,5;8,7;36,3;25
14,8;7,9;36,3;27
14,9;7,5;21,8;21
4,1;5,8;21,8;20
0,8;3,2;18,9;20
0,5;3,2;0,0;22
0,7;3,1;5,2;16
0,9;3,1;36,2;18
0,9;3,2;36,1;24
1,1;3,3;36,1;17
6,8;3,2;36,1;21
14,8;4,4;36,3;23
4,5;7,7;34,4;23
9,9;23,6;36,1;48
7,8;22,6;36,2;39
8,4;20,1;37,2;38
13,6;17,5;36,1;41
13,9;18,3;36,2;34
13,8;16,3;36,1;33
13,4;15,4;36,1;38
13,0;14,9;37,1;30
13,2;9,8;36,1;28
11,1;7,1;35,1;13
12,2;6,2;22,0;7
11,9;7,8;36,1;17
3,9;8,5;36,2;26
0,8;8,7;36,1;28
1,4;6,3;13,1;20
0,7;3,2;3,1;17
0,5;3,2;1,0;19
0,8;3,1;5,7;21
0,9;3,1;36,0;17
0,9;3,3;36,0;20
1,9;3,3;13,8;22
10,2;3,5;30,3;17
15,1;3,9;36,2;21
5,1;10,4;34,6;30
9,8;16,1;33,3;31
7,9;17,9;36,1;34
1,8;19,4;36,3;39
1,9;17,2;35,8;38
2,1;19,3;37,1;35
5,6;17,3;36,2;36
10,9;15,8;35,0;36
10,8;17,5;36,1;33
1,6;11,9;22,1;28
5,6;8,5;36,0;27
13,4;7,7;34,9;12
13,3;7,7;36,1;9
9,3;9,2;36,1;11
4,1;8,9;19,9;10
1,3;6,6;9,3;24
0,7;3,4;3,0;16
0,5;3,0;1,0;17
0,6;3,0;5,7;24
0,9;3,2;35,2;16
1,0;3,2;36,0;18
1,0;3,3;35,9;24
8,7;3,4;37,0;16
14,3;3,7;36,0;18
4,1;7,8;44,9;29
12,8;18,5;37,3;34
14,0;16,9;36,0;33
13,7;16,1;36,0;33
13,3;14,6;36,1;34
13,7;15,7;35,5;31
6,9;12,1;36,5;30
1,0;11,1;34,9;30
1,3;12,8;34,9;27
4,4;9,1;18,9;27
10,2;6,3;2,0;9
11,5;6,3;17,1;7
13,8;8,0;36,2;13
14,3;9,0;36,2;12
14,3;8,7;35,2;10
7,0;6,6;36,9;18
0,9;2,9;17,8;5
0,5;2,7;3,9;21
0,5;2,8;0,0;16
0,5;2,7;0,0;17
0,7;3,1;6,7;24
0,9;3,5;35,2;16
12,3;3,5;37,5;18
13,7;4,0;34,7;25
10,7;7,3;37,1;20
2,0;15,8;37,7;32
2,4;16,9;36,2;40
3,0;16,8;36,2;32
2,6;15,1;36,2;31
1,9;20,2;22,2;44
1,9;16,9;32,6;32
1,0;10,5;2,2;25
1,5;8,3;0,0;31
5,5;6,6;3,0;13
9,8;4,8;25,5;6
1,3;4,9;35,3;6
0,8;7,7;36,5;9
1,0;6,9;36,7;8
0,8;5,7;32,3;7
1,7;4,6;6,2;6
0,7;2,8;2,8;4
0,4;2,5;0,0;3
0,4;2,5;0,0;3
0,4;2,6;0,0;7
0,4;2,5;1,0;18
0,5;3,0;0,0;21
0,6;3,0;4,2;16
0,8;3,3;36,5;20
0,5;3,7;37,2;22
0,7;3,5;36,1;17
0,5;2,9;36,1;10
0,6;2,9;36,1;4
0,6;3,0;35,1;4
0,6;2,4;36,1;3
0,3;2,5;13,1;3
0,3;2,4;0,0;3
0,3;2,5;0,0;3
0,3;2,4;0,0;3
0,3;2,6;0,0;3
0,3;2,7;0,0;3
0,6;3,2;11,8;4
0,9;4,6;36,5;6
0,6;4,6;32,3;6
0,5;4,4;4,4;6
0,4;2,9;0,0;4
0,3;2,8;0,0;16
0,4;2,7;0,0;17
0,3;2,8;0,0;24
0,3;2,9;0,0;16
0,3;3,3;0,0;20
0,5;3,4;0,0;22
0,6;4,1;0,0;19
0,6;4,4;0,0;26
0,4;3,5;0,0;17
0,3;2,8;0,0;16
0,3;2,4;0,0;4
0,3;2,3;0,0;3
0,3;2,3;0,0;3
0,3;2,7;0,0;3
0,3;2,5;0,0;3
0,2;2,6;0,0;3
0,3;2,4;0,0;3
0,3;2,3;0,0;3
0,3;2,4;0,0;3
0,3;2,4;0,0;3
0,3;3,0;0,0;4
0,5;4,3;0,0;6
0,4;4,2;0,0;5
0,4;2,9;0,0;4
0,3;3,1;0,0;4
0,3;3,3;0,0;4
0,3;3,1;0,0;6
0,5;3,2;13,4;24
6,7;3,2;37,2;16
13,8;3,3;36,3;21
14,8;4,2;45,6;23
9,7;8,8;36,5;23
12,8;24,1;36,3;50
9,8;22,7;44,5;39
12,4;20,2;36,3;38
8,3;18,6;36,3;42
1,5;19,6;36,2;35
1,1;17,3;13,5;34
0,7;14,1;12,7;37
0,7;13,7;0,0;22
1,6;9,7;1,0;12
1,6;7,1;27,4;8
10,2;5,8;35,7;8
14,4;5,7;14,7;8
14,1;7,1;29,2;8
13,9;6,9;12,4;8
5,7;5,6;36,8;7
0,7;2,8;17,3;3
0,3;2,7;0,0;3
0,3;2,5;0,0;3
0,3;2,5;0,5;3
0,5;2,8;29,6;12
1,1;3,1;36,5;16
10,1;3,1;21,6;17
10,8;4,6;36,5;21
4,4;8,0;36,7;27
10,7;18,3;36,7;34
6,9;15,6;36,6;31
2,3;16,6;37,6;33
2,2;14,3;35,6;32
1,9;16,1;14,7;23
4,6;14,4;4,0;17
9,9;14,5;1,0;17
10,3;15,7;0,0;20
9,9;11,5;0,0;28
10,7;9,7;0,0;21
12,6;9,5;0,0;12
12,7;8,7;16,3;10
2,6;8,5;35,9;19
1,4;7,6;20,4;23
1,7;5,8;3,7;9
0,8;2,9;3,0;4
0,3;2,7;0,0;3
0,3;2,5;0,0;3
0,3;2,6;0,8;3
0,5;3,0;14,0;6
5,8;3,1;36,8;19
12,0;3,2;36,9;22
14,6;4,1;36,7;14
6,5;11,2;36,8;28
8,2;30,0;37,8;48
8,8;26,2;36,9;44
13,7;30,6;36,8;50
13,7;26,1;36,8;46
13,6;28,1;21,3;51
13,8;23,7;36,8;41
13,9;18,0;36,8;34
13,5;17,0;36,8;34
2,2;11,2;36,7;28
7,2;8,4;36,8;25
14,0;7,2;32,7;21
14,0;7,8;36,7;27
10,6;9,4;21,3;24
2,9;9,8;35,7;24
2,0;8,4;27,9;23
0,8;3,6;3,0;17
0,6;3,1;0,8;16
0,8;3,2;29,9;18
1,0;3,1;36,1;22
0,9;3,3;35,6;17
1,5;3,4;36,5;17
11,1;3,3;21,4;16
15,4;4,2;36,7;18
5,7;10,2;44,1;26
14,6;27,7;36,6;45
14,2;25,7;35,7;45
14,3;27,5;37,0;45
14,1;24,6;36,7;47
14,2;27,2;37,7;45
13,5;21,8;21,4;39
11,3;20,1;35,6;37
13,6;21,3;36,3;40
8,6;13,5;36,6;34
10,1;9,5;36,6;24
10,9;9,6;36,6;24
12,0;9,3;32,9;24
13,9;7,8;36,6;21
14,4;8,0;36,7;24
9,1;6,4;18,8;19
0,7;3,3;2,0;17
0,5;3,1;1,7;16
0,8;3,2;30,0;19
0,8;3,3;35,6;22
1,0;3,3;36,5;17
2,2;3,4;21,7;17
6,5;3,5;36,6;21
14,9;4,3;21,6;23
10,4;10,8;22,3;25
13,0;24,9;45,2;42
13,7;21,6;36,6;39
13,4;20,4;37,6;39
13,7;17,7;36,5;39
13,6;20,9;36,6;38
13,2;21,2;36,5;38
13,1;14,9;36,6;32
12,9;12,4;44,3;32
3,2;8,4;36,6;20
10,9;5,0;36,5;8
0,6;5,5;36,6;15
0,7;6,5;20,4;20
4,2;7,2;36,6;25
4,0;5,7;21,4;20
2,0;5,0;27,9;19
0,8;3,2;3,0;18
0,6;3,2;0,9;19
0,7;3,2;29,6;22
1,0;3,1;36,5;16
0,9;3,2;35,3;17
1,1;3,1;36,2;17
1,1;3,0;21,6;19
1,1;4,2;37,7;23
1,0;4,0;22,4;18
0,9;3,9;32,9;18
0,9;3,7;22,7;18
0,8;4,1;37,6;20
0,9;3,6;37,5;14
0,9;3,3;36,5;5
0,6;2,6;37,5;3
0,6;2,3;36,5;3
0,5;2,4;36,5;3
0,6;2,4;37,6;3
0,5;2,4;36,5;3
0,6;2,5;35,6;3
0,6;2,6;36,6;3
0,6;3,0;21,6;4
0,6;4,2;12,9;15
0,5;4,4;0,0;19
0,4;2,7;0,0;18
0,3;3,2;0,0;22
0,3;3,2;0,0;16
0,3;3,0;0,0;16
0,3;2,5;0,0;16
0,4;2,6;0,0;18
0,5;2,6;0,0;21
0,5;3,4;0,0;17
0,3;3,7;0,0;17
0,3;2,9;0,0;8
0,3;2,5;0,0;3
0,3;2,5;0,0;3
0,3;2,5;0,0;3
0,3;2,5;0,0;3
5,0;2,5;38,7;3
13,3;2,5;35,3;3
13,3;2,4;11,7;3
13,9;2,7;31,5;3
13,6;2,6;34,1;3
14,4;2,5;11,0;3
14,0;2,7;30,5;3
14,2;3,5;12,0;4
4,2;4,3;5,0;6
0,5;4,1;1,0;5
0,4;2,8;0,0;4
0,4;2,8;0,0;3
0,4;2,8;0,0;4
0,3;2,7;0,5;6
0,5;3,2;29,7;24
7,1;3,1;36,2;16
15,0;3,0;36,2;17
3,9;4,3;36,3;26
12,6;10,2;22,9;24
2,1;22,0;36,3;40
2,4;19,5;44,5;43
12,6;16,5;36,2;31
13,8;15,8;35,2;32
13,5;22,1;36,2;46
5,5;19,1;36,3;31
0,6;11,9;36,2;20
0,5;9,9;35,2;17
0,6;10,2;23,4;23
7,0;5,6;31,9;21
13,2;7,1;35,5;9
13,5;5,6;36,5;20
13,5;5,6;21,7;10
14,0;6,5;36,6;8
6,5;5,5;21,5;7
0,6;2,9;3,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,8;0,9;4
0,5;3,2;29,5;7
0,8;3,3;36,1;20
13,6;3,5;36,2;13
6,6;4,5;36,3;15
3,8;9,2;37,1;27
10,8;25,6;36,2;39
7,6;24,4;36,1;41
12,2;24,1;36,2;42
9,5;21,1;36,2;34
12,0;24,0;36,1;46
9,9;21,6;36,0;25
13,7;17,3;36,2;27
13,7;21,1;36,2;35
14,0;13,0;21,9;29
12,1;7,5;35,3;12
13,8;5,8;36,5;8
13,3;7,2;36,5;12
12,9;7,0;36,5;16
0,7;7,5;11,4;23
1,3;5,9;3,9;10
0,6;2,6;2,0;4
0,3;2,6;1,0;4
0,3;2,5;0,0;3
0,3;2,5;0,8;3
0,5;2,9;29,8;7
2,0;3,0;36,5;15
14,3;3,1;36,5;18
10,1;4,2;36,5;14
4,5;11,0;21,7;22
8,9;27,3;36,3;42
7,7;22,9;47,1;38
1,7;28,8;44,5;48
10,7;23,3;13,1;36
0,7;24,9;13,1;38
1,8;21,8;12,9;35
5,9;15,1;15,7;29
6,2;16,1;13,0;33
1,3;11,0;13,0;19
6,7;7,3;13,1;11
14,1;6,7;13,1;8
13,7;6,7;13,1;8
9,5;7,0;17,3;8
4,8;6,9;4,6;10
1,6;6,0;9,4;18
0,6;2,9;0,8;17
0,4;3,0;0,0;13
0,3;3,2;0,0;13
0,3;3,1;4,0;20
0,6;3,4;13,4;12
1,0;3,3;13,1;13
14,0;3,4;13,0;16
14,0;4,4;13,1;19
12,1;8,5;12,9;19
12,8;19,6;13,0;32
10,9;17,1;17,0;30
10,7;16,3;25,0;30
10,2;13,4;24,9;30
10,9;17,4;25,1;29
11,0;11,7;25,0;23
10,9;10,4;27,9;22
11,4;11,4;25,2;30
11,0;7,6;24,1;16
11,6;5,4;25,0;10
13,9;3,6;25,1;5
14,0;4,4;24,1;6
14,0;5,5;28,4;13
14,3;7,4;23,5;19
8,8;6,7;24,5;25
0,7;3,4;11,4;12
0,5;3,1;3,4;13
0,8;3,0;18,1;16
0,9;3,0;23,7;18
1,0;3,3;24,9;12
1,0;3,3;24,9;13
10,0;3,3;25,0;13
9,3;4,3;25,0;16
3,2;9,5;25,0;25
6,7;24,4;24,9;38
6,3;23,6;26,0;37
2,0;19,4;24,9;40
2,1;16,3;25,0;28
2,1;16,3;25,4;28
1,3;11,8;25,3;24
1,5;9,3;25,4;22
1,5;8,0;25,3;25
12,1;5,7;25,3;13
12,5;3,5;25,4;7
1,5;4,2;25,3;6
0,5;5,6;21,1;12
4,2;5,7;36,5;19
4,6;4,8;32,0;20
2,3;4,4;17,5;14
0,7;3,1;2,0;12
0,5;2,7;0,3;16
0,8;2,5;29,3;17
0,9;2,5;35,8;12
0,9;2,5;35,8;20
1,1;2,9;34,9;12
1,0;3,0;36,0;14
1,0;3,2;36,0;20
1,0;3,6;36,0;13
0,8;3,6;36,0;14
0,8;3,1;36,0;20
0,8;2,8;35,9;12
0,8;3,0;36,0;10
0,9;2,6;36,0;4
0,8;2,4;36,0;3
0,9;2,5;36,0;3
0,8;2,4;36,0;4
0,9;2,4;36,0;19
0,8;2,6;21,1;13
0,9;2,6;36,0;21
0,8;2,9;35,9;13
0,9;4,5;36,0;23
1,1;4,6;35,8;14
1,1;4,5;25,9;17
0,5;3,3;2,0;17
0,5;2,8;0,0;12
0,5;2,8;0,0;21
0,6;2,7;15,0;13
0,9;2,9;34,9;21
1,0;3,2;34,9;12
1,1;3,4;37,0;14
1,1;3,6;36,1;21
1,0;4,8;45,8;14
0,9;3,5;37,1;17
0,8;3,0;23,0;17
0,9;2,4;13,0;14
0,7;2,4;6,0;20
0,5;2,3;0,0;13
0,5;2,7;0,0;22
0,5;2,4;0,0;12
0,4;2,7;0,0;7
0,4;2,4;0,0;3
0,3;2,3;0,0;3
0,3;2,4;0,0;3
0,3;2,4;0,0;6
0,3;2,6;0,0;20
0,5;4,2;0,0;14
0,7;4,3;0,0;23
0,5;3,1;0,0;12
0,6;3,1;5,2;16
0,9;3,3;35,7;18
1,0;3,2;36,9;14
0,9;3,1;35,9;14
1,0;3,2;23,2;17
1,2;3,2;45,9;14
1,2;3,6;114,0;21
2,6;7,3;36,0;18
0,9;20,4;34,5;37
0,9;24,7;34,4;43
0,8;19,8;37,1;34
0,9;19,4;37,1;40
0,6;19,0;37,2;32
0,6;18,9;36,2;40
0,5;13,5;37,2;24
0,5;14,4;11,2;31
0,2;10,6;0,0;14
4,5;7,9;1,0;10
11,2;6,0;0,0;7
11,2;5,7;44,4;8
11,7;6,4;34,3;8
11,9;7,3;21,7;9
7,7;6,3;21,7;8
0,7;3,2;27,2;10
0,4;2,7;3,0;16
0,3;2,5;0,0;18
0,3;2,5;0,8;14
0,6;2,7;14,6;20
1,0;3,1;36,5;12
1,0;3,2;36,2;14
1,0;3,6;36,3;21
2,3;6,8;37,3;17
0,5;16,7;37,5;30
0,5;17,1;36,5;37
0,7;15,0;36,5;26
0,5;16,0;36,3;29
0,6;14,9;36,2;34
0,6;15,2;36,3;25
0,6;13,9;26,8;17
0,3;15,7;3,0;19
0,6;12,5;34,6;15
0,5;10,1;35,6;12
0,6;9,3;21,7;11
0,6;9,5;36,5;11
0,7;7,9;30,9;9
0,6;7,9;5,0;18
1,4;6,6;2,9;10
0,5;3,3;3,0;4
0,3;2,8;0,0;4
0,3;2,5;0,0;3
0,3;2,6;1,0;4
0,5;2,8;30,6;6
0,8;3,2;35,2;14
0,8;3,1;36,2;17
0,8;3,6;36,2;13
2,3;8,1;22,9;22
0,5;26,8;36,3;46
0,6;29,0;36,2;43
0,6;27,4;36,3;45
0,6;29,3;36,2;49
0,7;25,8;36,2;37
0,8;26,6;35,2;33
0,6;17,2;25,8;21
0,3;18,3;5,1;22
0,7;12,5;11,8;15
0,5;9,1;3,0;11
0,5;7,1;0,0;8
0,7;7,5;4,7;9
0,7;9,2;36,3;11
0,6;9,7;11,2;12
1,3;9,0;3,9;11
0,6;4,5;2,0;6
0,3;3,1;0,0;4
0,3;3,2;1,0;4
0,3;3,1;0,5;4
0,6;3,3;29,6;15
0,7;3,4;35,0;14
0,9;3,3;37,1;20
0,9;3,6;21,9;12
2,2;7,5;36,0;19
0,7;24,5;37,2;45
0,6;28,6;36,1;42
0,6;24,9;36,1;40
0,6;26,4;36,1;48
0,6;25,7;36,2;38
0,6;24,1;22,8;32
0,3;18,9;1,0;23
0,3;22,1;0,0;26
0,3;15,5;0,0;19
0,7;9,9;0,0;12
1,2;9,6;1,0;11
8,0;10,1;28,0;12
12,7;7,0;36,6;8
12,9;8,7;10,1;10
8,7;6,9;30,6;8
0,8;3,7;12,9;5
0,4;3,1;5,0;4
0,3;3,2;1,0;4
0,3;3,3;0,6;4
0,5;3,3;29,5;4
0,8;3,4;36,0;10
0,7;3,5;20,7;22
0,8;3,8;36,2;15
2,1;8,1;37,1;26
0,6;23,1;36,1;36
0,6;23,4;35,8;45
0,6;19,1;36,1;31
0,6;19,7;36,6;26
0,5;18,1;28,2;25
0,3;23,3;4,0;44
0,3;15,4;0,0;17
0,3;13,2;0,0;16
0,3;9,4;0,0;11
0,3;5,7;0,0;8
0,3;4,8;0,0;6
0,3;6,5;0,0;8
0,3;7,0;0,0;8
0,5;6,2;0,0;7
2,7;5,2;7,4;7
0,5;3,7;3,0;5
0,3;3,2;0,1;4
0,3;3,1;0,0;4
0,3;3,2;0,0;4
0,3;3,2;0,0;5
0,5;3,2;3,8;19
0,6;3,1;5,2;14
0,8;3,7;35,9;21
0,5;4,3;37,1;14
0,6;3,8;36,1;10
0,5;3,9;22,0;6
0,6;3,9;37,0;5
0,6;3,7;36,0;5
0,4;3,5;15,9;5
0,3;2,7;1,0;4
0,3;2,4;0,0;3
0,3;2,3;0,0;3
0,3;2,5;0,0;3
0,3;2,3;0,0;3
0,3;2,5;0,0;3
0,3;2,6;0,0;4
0,3;2,6;0,0;4
0,4;4,3;0,0;6
0,5;4,2;0,0;6
0,3;3,1;0,0;4
0,3;3,1;0,0;4
0,3;3,2;0,0;4
0,3;3,0;0,0;4
0,3;2,6;0,0;4
0,4;2,6;0,0;17
0,4;2,6;0,0;14
0,4;3,0;0,0;20
0,3;3,9;0,0;13
0,2;3,1;0,0;5
0,2;2,7;0,0;4
0,2;2,6;0,0;4
0,2;2,5;0,0;3
0,2;2,5;0,0;3
0,2;2,4;0,0;3
0,2;2,5;0,0;3
0,2;2,5;0,0;3
0,2;2,6;0,0;4
0,2;2,6;0,0;4
0,2;2,5;0,0;3
0,2;2,7;0,0;4
0,2;3,1;0,0;4
0,4;4,2;0,0;6
0,4;4,2;0,0;6
0,3;3,1;6,1;4
0,6;2,8;18,3;3
0,5;2,7;18,3;3
0,5;2,7;18,3;3
0,5;3,1;18,3;3
0,5;3,1;18,3;3
0,5;3,0;18,3;3
1,1;3,4;36,4;14
2,7;8,4;36,2;21
0,6;19,7;37,2;40
0,6;21,3;36,2;34
0,5;15,8;36,2;34
0,6;16,5;36,3;22
0,6;19,8;28,6;24
0,4;21,5;3,0;26
0,3;12,8;0,0;15
0,3;10,1;0,0;12
0,3;10,2;0,0;12
0,3;6,8;0,0;8
0,3;6,8;0,0;8
0,3;5,7;0,0;8
0,3;5,4;0,0;7
0,4;6,6;0,0;8
1,6;5,8;2,7;8
0,5;3,2;2,0;4
0,3;2,8;0,0;4
0,3;2,8;0,0;4
0,3;2,8;0,6;4
0,6;3,0;30,8;6
0,7;3,3;20,6;16
0,8;3,4;36,5;15
0,7;3,9;37,6;15
2,2;7,1;36,5;26
0,6;22,3;36,7;35
0,5;27,0;36,6;42
0,6;21,7;36,5;40
0,6;22,8;36,6;30
0,5;23,0;36,6;28
0,5;22,9;13,6;27
0,3;17,0;0,0;20
0,3;20,8;0,0;25
0,3;15,7;0,0;19
0,3;8,2;1,9;10
6,3;5,7;31,1;8
11,9;7,2;35,0;9
5,8;6,8;7,3;8
0,7;7,6;10,7;9
1,6;6,8;13,9;8
0,6;3,0;2,0;4
0,3;2,6;0,0;4
0,3;2,4;1,0;3
0,3;2,5;11,0;3
0,5;2,9;29,9;6
0,8;2,9;35,5;16
0,8;3,2;36,6;14
0,7;3,6;36,7;14
2,2;8,3;36,7;27
0,6;24,4;36,6;37
0,6;25,0;36,6;39
0,5;26,4;26,9;32
0,5;26,1;3,0;31
0,3;22,9;0,0;27
0,3;24,7;0,0;30
0,3;14,5;0,0;17
0,3;16,2;0,0;19
0,3;12,8;0,0;15
0,4;8,0;8,5;10
0,6;6,6;36,9;8
0,7;6,6;35,7;8
0,7;6,8;36,6;8
0,6;7,0;12,8;8
1,3;6,7;2,7;8
0,6;3,4;3,0;5
0,3;2,8;0,0;8
0,3;3,1;0,0;15
0,3;3,3;0,8;18
0,6;3,2;30,7;13
0,8;3,4;35,5;16
0,7;3,4;37,5;18
0,8;3,8;21,7;13
2,1;7,0;36,5;19
0,6;17,8;36,5;38
0,6;18,5;36,5;30
0,6;15,8;36,3;29
0,5;14,3;36,5;33
0,6;15,9;36,5;23
0,5;13,6;36,6;16
0,5;10,1;15,1;12
0,3;11,4;0,0;14
0,3;8,8;1,0;11
2,3;5,7;16,5;8
13,0;4,1;35,8;6
12,9;4,0;10,5;6
13,2;5,1;27,4;7
13,5;7,2;18,4;9
8,6;7,0;34,8;8
0,6;4,0;6,0;5
0,3;3,1;1,0;4
0,3;3,1;0,0;4
0,4;3,1;10,5;4
0,5;3,2;29,8;7
0,7;3,2;36,3;15
0,8;3,3;35,3;18
0,9;3,8;36,3;13
2,1;7,4;37,3;22
0,6;21,8;36,3;40
0,7;25,6;36,0;41
0,8;18,5;36,8;38
0,6;18,2;36,3;30
0,6;15,1;36,2;28
0,6;13,4;35,3;32
0,6;9,7;36,2;20
0,6;8,2;16,3;20
0,6;6,3;6,3;21
0,6;4,0;23,6;8
0,5;3,9;15,3;5
0,6;5,1;26,4;7
0,6;5,8;13,3;8
0,6;5,3;5,8;7
1,4;4,4;3,9;6
0,5;3,5;3,0;5
0,3;2,8;0,0;5
0,3;2,5;0,0;19
0,3;2,6;0,0;12
0,3;2,5;0,0;4
0,4;2,5;0,5;3
0,6;2,6;29,6;11
0,7;3,0;36,2;15
0,5;2,6;36,1;5
0,6;2,8;36,1;4
0,5;2,7;36,2;4
0,6;2,5;36,2;3
0,5;2,5;36,2;3
0,7;2,5;36,1;3
0,6;2,5;36,2;3
0,5;2,5;36,2;3
0,6;2,5;35,2;3
0,5;2,3;21,9;3
0,6;2,3;36,2;3
0,5;2,5;26,1;3
0,6;2,4;15,3;3
0,6;2,3;34,3;3
0,7;4,1;8,3;13
0,5;3,2;0,0;22
0,3;1,9;0,0;13
0,3;1,9;1,0;21
0,3;1,9;0,0;13
0,3;1,8;0,0;21
0,3;1,6;0,0;13
0,5;2,0;0,0;21
0,5;2,1;0,0;13
0,5;2,1;0,0;16
0,3;1,9;0,0;17
0,3;1,8;0,0;12
0,3;1,9;0,0;5
0,3;1,7;0,0;2
0,2;1,7;0,0;2
0,2;1,9;0,0;3
0,3;1,8;0,0;14
0,3;2,0;0,0;5
0,3;2,0;0,0;3
0,3;1,9;0,0;3
0,2;1,9;0,0;3
0,2;2,0;0,0;3
0,2;1,8;0,0;2
0,2;1,8;0,0;9
0,4;1,9;0,0;16
0,4;2,5;0,0;17
0,3;2,1;0,0;12
0,4;2,1;0,1;21
0,7;2,1;28,8;13
0,7;2,1;36,1;21
0,9;2,1;36,2;16
7,5;2,1;37,1;17
9,6;2,1;36,2;12
12,1;2,3;34,4;21
13,6;5,2;36,2;15
1,6;16,2;37,2;29
1,6;14,7;36,2;34
13,8;14,9;36,1;26
13,4;13,2;22,9;26
12,5;15,0;36,0;34
6,9;12,7;36,2;20
3,9;10,7;36,1;14
4,0;12,3;36,0;15
4,8;6,3;35,1;19
4,5;6,1;36,2;19
11,5;5,9;36,3;23
13,5;5,6;12,6;21
13,5;5,6;35,2;11
13,9;7,5;36,2;9
4,8;5,7;36,2;8
0,7;2,8;11,8;4
0,3;2,6;1,0;4
0,3;2,6;0,0;4
0,3;2,5;0,3;3
0,5;2,9;29,5;7
7,3;3,1;21,0;15
9,4;3,1;36,2;17
15,0;6,3;36,7;17
6,3;11,6;37,3;26
10,9;24,8;36,3;43
8,0;23,1;35,9;36
12,2;23,7;36,2;40
9,4;22,6;36,3;40
11,1;20,6;36,7;33
7,2;17,8;36,7;33
1,3;14,6;35,2;29
1,8;12,5;36,1;18
1,9;6,3;13,7;8
1,7;5,4;4,5;7
2,5;5,3;30,1;7
12,3;3,6;36,1;5
5,7;3,7;36,8;5
0,5;4,1;10,0;6
1,5;4,9;4,9;8
0,5;2,9;2,0;19
0,3;2,7;0,0;12
0,3;2,8;0,0;14
0,3;2,9;0,8;20
0,5;3,2;10,0;12
0,8;3,6;15,1;14
0,8;3,3;36,3;20
1,0;3,6;36,2;13
2,3;4,3;37,1;15
0,7;4,5;36,3;22
0,5;3,8;36,2;13
0,6;3,9;36,1;15
0,5;3,7;36,3;21
0,6;3,6;36,2;13
0,5;3,5;34,9;12
0,4;3,2;6,0;5
0,3;3,3;0,0;5
0,3;3,6;0,0;5
0,3;3,3;0,0;5
0,3;3,1;0,0;4
0,3;3,0;0,0;4
0,4;2,8;6,1;4
0,6;4,2;11,6;6
1,3;4,5;3,8;6
0,6;2,7;2,0;4
0,3;2,7;1,0;4
0,3;2,5;0,0;3
0,3;2,6;0,6;4
0,5;3,1;29,2;7
1,2;3,1;36,2;20
1,8;3,2;36,2;12
9,1;3,3;36,1;17
5,6;6,3;57,0;21
14,3;16,4;35,1;28
10,6;16,7;36,6;32
1,7;16,1;35,7;32
1,3;16,8;26,5;24
6,1;17,3;17,4;21
4,0;14,4;11,4;24
1,0;12,9;1,6;28
1,4;15,4;34,5;27
0,9;9,7;28,9;27
5,4;6,2;10,0;10
13,1;5,8;29,5;8
13,1;6,2;34,1;7
13,2;6,1;15,3;7
13,5;7,1;23,5;8
2,3;6,3;7,8;8
0,5;2,9;2,0;4
0,4;2,6;1,0;4
0,4;2,6;0,0;4
0,3;2,6;0,7;4
0,4;2,9;16,7;6
1,1;3,2;0,7;15
2,6;3,2;30,7;17
12,1;6,1;21,4;16
7,5;9,8;37,5;20
11,3;19,2;36,8;32
13,9;23,2;36,6;39
14,0;27,8;36,8;47
9,6;23,1;36,8;36
9,5;24,0;36,9;37
5,7;18,1;36,9;31
2,9;11,6;35,9;23
5,7;9,9;11,6;13
0,6;7,0;7,7;13
0,5;4,8;25,4;8
0,7;5,2;13,6;7
0,6;4,7;25,4;6
3,8;4,7;12,6;6
4,0;5,1;27,9;7
1,8;4,8;21,6;7
0,7;2,7;3,0;4
0,4;2,6;0,0;5
0,3;2,7;0,0;14
0,4;2,8;0,0;18
0,4;2,6;0,0;12
0,5;2,6;0,6;13
0,6;3,1;29,9;13
0,8;3,2;21,6;15
0,6;3,2;37,1;17
1,2;3,3;35,7;8
0,6;3,2;36,6;5
0,6;4,1;36,6;6
0,6;3,5;36,6;12
0,9;4,7;36,6;16
0,8;4,2;36,7;16
1,0;4,1;36,6;19
0,9;4,0;36,5;13
0,9;3,2;21,6;13
0,9;3,3;36,7;13
0,9;3,2;36,6;15
0,9;3,3;36,7;18
1,0;3,3;36,6;12
1,0;4,3;36,6;14
1,1;5,0;26,4;16
0,6;3,3;1,0;15
0,6;3,3;0,0;18
0,6;3,2;1,0;12
0,6;3,2;0,0;13
0,5;3,3;0,0;16
0,6;3,2;0,9;18
1,1;3,2;34,3;12
1,1;3,9;36,3;14
0,9;3,5;37,3;14
0,9;3,5;24,9;15
0,7;3,2;6,0;18
